property_type,property_quality,rooms,living_area,bathrooms,garden_sqm,terrace_sqm,land_area,distance_from_airport,Skiresort_distance,terrace,garden,pool,car_box,Province,City,price,land,province_median,city_median
2,1,2,86,1,40,0,0,51,43,0,1,0,1,73,249,714561,0,199000,442280
0,0,5,540,3,0,0,0,41,1,0,0,0,0,34,250,2980000,0,340000,965000
0,0,7,295,4,550,0,0,73,12,0,1,0,0,19,129,480000,0,500000,650000
0,0,2,280,3,0,0,7000,82,16,0,0,0,0,41,251,270000,1,135000,340000
0,1,3,243,2,0,0,0,40,8,0,0,0,1,22,252,585000,0,475000,750000
2,3,6,230,2,0,2,0,71,31,1,0,0,1,31,253,100000,0,237500,100000
0,0,9,650,8,2500,100,0,11,20,1,1,0,0,30,254,1800000,0,980000,1000000
0,0,6,350,5,2000,0,0,53,140,0,1,0,0,35,255,490000,0,345000,480000
2,0,4,100,1,0,0,0,38,51,0,0,0,0,55,256,117000,0,165000,105500
2,0,2,80,2,20,0,0,116,25,0,1,0,0,53,257,119000,0,104000,120000
0,1,4,200,2,850,130,0,57,5,1,1,0,1,4,258,800000,0,649000,347000
2,0,2,80,2,0,0,0,77,146,0,0,0,0,43,259,220000,0,230000,234500
0,0,3,133,2,0,0,0,43,85,0,0,0,0,67,260,235000,0,189000,403500
1,1,5,800,6,3,0,0,38,12,0,1,1,1,1,35,930000,0,640000,140000
0,0,5,350,3,0,0,14000,19,33,0,0,0,0,1,1,480000,1,640000,880000
1,1,4,140,2,0,22,0,17,31,1,0,0,1,9,60,270000,0,270000,302500
0,0,3,100,2,0,0,0,64,11,0,0,0,0,28,34,115000,0,161000,142500
3,1,4,90,2,0,0,0,19,17,0,0,0,0,25,261,150000,0,120000,129000
0,1,6,500,6,500,0,0,43,46,0,1,0,1,38,262,700000,0,650000,680000
2,0,3,154,2,0,0,0,78,20,0,0,0,0,41,251,340000,0,135000,340000
2,1,3,160,3,50,0,0,62,720,0,1,0,0,74,263,5000000,0,550000,5013182
0,0,6,400,3,250,15,300,56,16,1,1,0,0,75,264,75000,1,120000,60000
1,1,6,550,5,7,0,0,44,4,0,1,0,1,6,6,2200000,0,610000,915000
1,2,3,230,3,0,0,0,48,13,0,0,0,1,1,121,290000,0,640000,145000
0,0,3,600,1,0,0,0,89,13,0,0,0,0,44,265,200000,0,550000,400000
0,0,2,93,2,15,17,0,109,35,1,1,0,0,53,266,119000,0,104000,90000
0,0,2,70,1,0,0,0,26,26,0,0,0,0,69,267,160000,0,535000,243500
0,0,9,400,7,0,150,8000,66,151,1,0,0,0,43,268,400000,1,230000,400000
0,0,6,520,5,1,0,33700,17,31,0,1,0,0,1,1,1550000,1,640000,880000
0,0,4,162,2,0,0,0,8,104,0,0,0,0,12,269,430000,0,420000,430000
0,2,3,124,2,0,70,0,3,46,1,0,0,1,18,174,665000,0,639000,1015000
1,1,4,460,5,2,0,0,35,10,0,1,1,1,4,82,3700000,0,649000,795000
2,0,4,120,2,0,0,0,4,15,0,0,0,0,25,223,220000,0,120000,120000
0,0,3,300,3,0,0,3000,51,41,0,0,0,0,55,270,119500,1,165000,93000
0,0,4,198,1,0,0,220000,26,24,0,0,0,0,47,271,200000,1,104000,200000
2,0,3,350,1,0,0,1640,42,8,0,0,0,0,1,272,250000,1,640000,160000
1,4,2,207,2,1,0,0,43,148,0,1,0,1,42,273,220000,0,209500,209500
2,1,2,180,1,0,0,0,72,21,0,0,0,0,13,274,89000,0,380000,89000
0,0,3,150,0,500,0,0,7,46,0,1,0,0,56,275,268000,0,385000,273000
0,0,2,160,2,0,0,0,51,69,0,0,0,0,73,276,85000,0,199000,260000
2,0,2,80,1,0,10,0,34,41,1,0,0,0,21,277,148000,0,290000,148000
2,0,2,51,1,0,0,0,8,20,0,0,0,0,22,111,79000,0,475000,251928
0,0,2,130,1,0,0,0,51,135,0,0,0,0,42,278,90000,0,209500,250000
2,0,2,117,2,0,0,0,82,28,0,0,0,0,13,126,785000,0,380000,695000
2,0,2,97,1,0,0,0,70,8,0,0,0,0,23,279,69000,0,181500,130000
0,0,4,1000,6,0,0,0,12,40,0,0,0,0,46,79,8200000,0,750000,1190000
0,0,7,140,4,0,0,0,11,87,0,0,0,0,26,32,120000,0,430000,381500
0,0,3,137,2,672,0,0,54,55,0,1,0,0,38,280,1230000,0,650000,775000
2,0,2,111,1,0,0,0,10,12,0,0,0,0,25,246,99000,0,120000,121500
2,0,4,180,2,0,30,0,86,20,1,0,0,0,41,281,250000,0,135000,180000
0,1,2,149,2,0,0,0,41,4,0,0,0,0,17,93,249000,0,550000,800000
2,0,3,110,1,0,0,0,18,59,0,0,0,0,38,282,178000,0,650000,780000
0,0,3,100,2,300,0,0,52,49,0,1,0,0,44,283,650000,0,550000,1890000
0,0,3,150,2,0,0,0,84,31,0,0,0,0,13,206,290000,0,380000,285000
0,0,7,606,3,500,0,10700,32,15,0,1,0,0,59,284,595000,1,210000,210000
0,0,3,138,2,25,0,2400,81,42,0,1,0,0,44,228,79000,1,550000,174500
0,0,6,317,4,0,38,13000,59,109,1,0,0,0,76,285,230000,1,82500,230000
0,0,7,330,5,0,0,9341,46,39,0,0,0,0,40,138,850000,1,432500,780000
0,0,2,160,2,0,0,0,52,14,0,0,0,0,15,286,92000,0,200000,128500
0,0,14,800,6,0,0,0,49,47,0,0,0,0,40,287,1100000,0,432500,435000
2,0,2,75,1,0,6,0,37,13,1,0,0,0,1,35,32000,0,640000,140000
0,0,6,300,2,1000,0,0,40,14,0,1,0,0,36,288,51000,0,370000,95000
0,4,4,560,1,0,0,0,35,12,0,0,0,1,19,289,500000,0,500000,309000
2,1,3,125,2,0,0,0,0,92,0,0,0,1,8,71,140000,0,195000,150000
7,5,2,104,2,0,0,0,0,26,0,0,0,1,69,267,209000,0,535000,243500
0,1,6,537,6,0,0,0,0,31,0,0,1,0,21,94,1450000,0,290000,399000
0,0,3,110,3,40,150,0,39,57,1,1,0,0,77,290,450000,0,267000,329500
0,0,4,95,0,0,0,1500,44,144,0,0,0,0,35,291,74000,1,345000,215000
1,1,2,150,3,1,0,0,37,2,0,1,1,0,29,292,2700000,0,1265000,2900000
0,0,3,130,4,1000,130,6200,68,76,1,1,0,0,8,8,410000,1,195000,315000
2,0,3,100,1,0,0,0,83,151,0,0,0,0,43,74,143000,0,230000,219000
2,0,2,80,3,20,60,0,60,25,1,1,0,0,40,293,250000,0,432500,205000
2,0,2,68,1,0,0,0,65,35,0,0,0,0,23,294,60000,0,181500,79000
0,0,5,400,3,1000,0,1350,73,97,0,1,0,0,8,295,1100000,1,195000,210000
1,4,2,80,2,800,0,0,17,28,0,1,0,0,8,296,140000,0,195000,106500
0,0,6,350,4,700,30,0,36,13,1,1,0,0,18,297,365000,0,639000,330000
2,0,2,180,2,0,0,0,13,4,0,0,0,0,9,298,500000,0,270000,400000
0,0,8,850,8,0,0,0,60,46,0,0,0,0,58,299,2800000,0,220000,245000
0,0,4,285,3,0,0,0,32,30,0,0,0,0,36,300,550000,0,370000,550000
0,0,3,272,2,0,0,2,32,39,0,0,0,0,21,301,470000,1,290000,550000
0,1,5,488,5,0,0,0,0,42,0,0,1,0,40,302,1300000,0,432500,890000
0,0,4,657,3,0,0,0,32,34,0,0,0,0,21,301,550000,0,290000,550000
2,0,4,187,1,0,0,0,71,39,0,0,0,0,19,42,93500,0,500000,630000
0,0,9,600,9,1870,0,0,28,30,0,1,0,0,1,303,1200000,0,640000,1100000
0,1,7,360,4,0,0,0,40,12,0,0,0,0,22,304,145000,0,475000,145000
0,0,2,105,2,0,0,0,55,2,0,0,0,0,4,305,299000,0,649000,782500
0,0,4,170,4,800,0,1,35,125,0,1,0,0,62,306,500000,1,447500,595000
2,0,3,130,1,0,0,0,49,17,0,0,0,0,71,307,173000,0,149900,371370
2,0,2,70,1,0,0,0,28,26,0,0,0,0,61,135,69000,0,110000,165000
1,4,10,220,3,0,0,0,16,12,0,0,0,1,25,308,169000,0,120000,139000
0,0,4,369,4,0,0,0,28,55,0,0,0,0,56,309,195000,0,385000,195000
0,0,3,200,2,2000,0,23000,71,35,0,1,0,0,24,310,459000,1,190000,200000
0,0,3,150,2,1000,0,4000,31,31,0,1,0,0,36,311,420000,1,370000,397500
0,1,4,150,3,800,20,0,137,32,1,1,0,0,0,312,249000,0,247000,257000
0,0,5,780,6,0,0,0,58,25,0,0,0,0,19,239,1840000,0,500000,490000
0,0,4,524,1,0,0,0,70,10,0,0,0,0,23,279,260000,0,181500,130000
2,0,2,77,1,0,0,0,4,45,0,0,0,0,50,145,450000,0,982500,1050000
0,0,3,500,1,0,0,4000,48,59,0,0,0,0,63,313,68000,1,185000,126500
2,4,2,118,1,0,0,0,0,12,0,0,0,0,78,314,121211,0,319500,121211
2,4,4,220,2,0,0,0,65,20,0,0,0,1,15,315,138000,0,200000,138000
0,0,3,250,3,0,0,120000,39,38,0,0,0,0,58,316,280000,1,220000,280000
2,0,2,100,2,0,0,0,51,40,0,0,0,0,55,270,93000,0,165000,93000
0,0,3,150,2,500,0,1500,86,10,0,1,0,0,41,317,150000,1,135000,92500
0,0,5,210,0,5000,0,0,37,22,0,1,0,0,36,318,340000,0,370000,287500
2,0,3,220,3,0,0,0,35,4,0,0,0,0,11,319,811000,0,648500,735500
1,1,3,290,2,0,0,0,0,51,0,0,0,1,72,320,265000,0,349000,265000
0,0,2,165,1,0,30,4702,64,32,1,0,0,0,64,321,58000,1,250000,174000
0,4,5,600,3,400,10,0,61,19,1,1,0,0,58,322,390000,0,220000,390000
0,0,7,620,7,0,0,0,43,31,0,0,0,0,21,94,1150000,0,290000,399000
0,0,5,210,5,0,0,0,18,4,0,0,0,0,9,323,305000,0,270000,323114
2,0,2,150,3,0,0,0,26,4,0,0,0,0,11,324,1107500,0,648500,890000
0,0,3,222,2,0,0,0,88,39,0,0,0,0,41,325,75000,0,135000,75000
2,0,2,86,1,0,0,0,4,15,0,0,0,0,25,223,86000,0,120000,120000
2,0,2,120,2,0,35,0,59,33,1,0,0,0,79,326,630000,0,490000,725000
1,1,3,135,1,0,0,0,0,94,0,0,0,0,8,71,230000,0,195000,150000
2,0,2,150,2,0,0,0,58,25,0,0,0,0,19,239,300000,0,500000,490000
0,0,4,107,2,0,0,0,93,15,0,0,0,0,41,327,49000,0,135000,58500
0,0,12,1000,10,3500,0,5000,43,54,0,1,0,0,73,328,1200000,1,199000,667500
1,5,3,270,3,0,0,0,18,30,0,0,0,1,68,329,430000,0,395000,425000
0,0,2,58,1,0,0,0,55,59,0,0,0,0,73,330,60000,0,199000,375000
0,0,4,345,3,500,0,0,67,20,0,1,0,0,19,232,900000,0,500000,900000
0,0,3,216,1,0,0,0,24,25,0,0,0,0,16,331,220000,0,200000,119000
1,1,5,450,4,0,0,0,65,74,0,0,1,0,8,218,580000,0,195000,215000
0,0,2,100,1,50,0,0,64,10,0,1,0,0,28,34,105000,0,161000,142500
0,0,2,105,1,0,0,1,50,18,0,0,0,0,45,332,62000,1,215000,62000
0,0,3,200,2,0,0,0,49,139,0,0,0,0,62,333,265000,0,447500,490000
0,0,2,93,1,0,0,1,66,2,0,0,0,0,71,334,79000,1,149900,117000
0,0,5,260,2,0,0,0,58,41,0,0,0,0,55,335,39000,0,165000,51500
2,0,2,70,1,0,0,0,18,15,0,0,0,0,25,261,64000,0,120000,129000
2,0,2,120,1,0,12,0,29,28,1,0,0,0,9,336,75000,0,270000,75000
0,0,3,335,4,1600,0,0,70,31,0,1,0,0,14,337,360000,0,320000,209000
0,0,3,155,2,0,0,2000,52,21,0,0,0,0,52,96,300000,1,390000,307500
0,0,5,296,2,0,0,52773,80,30,0,0,0,0,34,338,120000,1,340000,115000
1,1,10,750,10,0,0,0,35,42,0,0,1,1,40,339,4000000,0,432500,1098707
0,0,6,250,2,0,0,0,28,10,0,0,0,0,16,340,35000,0,200000,47500
0,0,3,230,2,5000,0,30000,81,46,0,1,0,0,44,228,620000,1,550000,174500
0,0,4,130,3,2000,0,0,16,21,0,1,0,0,38,341,568000,0,650000,450000
0,0,3,180,2,0,0,0,55,43,0,0,0,0,25,342,167000,0,120000,73577
0,0,8,491,4,0,0,0,28,26,0,0,0,0,45,76,392000,0,215000,220000
3,4,5,116,2,0,0,0,24,17,0,0,0,0,25,261,115000,0,120000,129000
0,1,4,120,4,850,0,0,60,38,0,1,0,0,79,343,1360000,0,490000,977500
0,0,3,230,2,0,0,240000,90,31,0,0,0,0,44,344,600000,1,550000,390000
0,0,4,240,2,500,20,0,26,9,1,1,0,0,16,345,479000,0,200000,290000
0,0,2,60,2,0,0,0,9,105,0,0,0,0,62,156,69000,0,447500,405000
2,0,4,130,2,0,0,0,46,36,0,0,0,0,58,124,145000,0,220000,130000
0,0,5,662,5,0,0,0,17,33,0,0,0,0,1,1,1800000,0,640000,880000
2,0,3,120,2,0,0,0,30,3,0,0,0,0,22,346,695000,0,475000,950000
2,0,3,160,2,0,0,0,28,24,0,0,0,0,61,135,190000,0,110000,165000
0,0,2,75,1,200,0,0,37,36,0,1,0,0,21,44,87000,0,290000,220000
0,0,5,401,4,0,0,0,46,3,0,0,0,0,4,347,1150000,0,649000,665000
0,0,7,450,5,0,160,0,67,114,1,0,0,0,42,348,350000,0,209500,270000
1,2,2,100,2,200,0,0,43,2,0,1,0,0,4,349,690000,0,649000,930000
0,1,3,95,1,600,0,0,39,28,0,1,0,1,59,350,1674145,0,210000,195000
0,1,4,120,1,0,40,0,57,35,1,0,0,1,61,351,135000,0,110000,102500
0,0,5,400,3,2000,0,20000,58,34,0,1,0,0,19,352,1100000,1,500000,625000
0,0,3,230,4,750,0,0,53,22,0,1,0,0,19,353,430000,0,500000,535000
2,0,3,208,2,900,0,900,10,29,0,1,0,0,68,354,265000,1,395000,359000
2,0,3,150,2,0,0,0,42,42,0,0,0,0,40,355,195000,0,432500,305000
2,0,3,121,2,0,0,0,23,19,0,0,0,0,11,356,475000,0,648500,590000
0,0,3,200,3,0,0,0,23,19,0,0,0,0,49,357,445000,0,795000,715000
0,0,3,136,2,0,0,0,69,2,0,0,0,0,71,244,59000,0,149900,64500
0,0,5,260,4,0,0,0,8,1,0,0,0,0,27,358,1450000,0,770000,825000
2,0,4,146,2,0,0,0,61,16,0,0,0,0,19,359,70000,0,500000,460250
2,0,2,92,1,0,0,0,20,61,0,0,0,0,55,360,140000,0,165000,260000
0,0,4,318,2,110,0,0,8,25,0,1,0,0,30,361,650000,0,980000,750000
2,1,2,82,1,0,0,0,10,30,0,0,0,0,22,111,2063140,0,475000,251928
2,0,2,56,1,0,0,0,28,30,0,0,0,0,8,296,65000,0,195000,106500
0,0,4,253,3,1850,0,1850,22,51,0,1,0,0,21,362,160000,1,290000,179000
0,0,2,600,1,0,0,100000,53,32,0,0,0,0,21,363,200000,1,290000,200000
0,0,13,264,4,0,0,0,33,48,0,0,0,0,38,364,680000,0,650000,680000
0,1,5,384,5,0,0,0,13,17,0,0,0,0,11,365,830000,0,648500,637500
0,4,9,580,5,5,0,0,64,90,0,1,0,1,8,8,280000,0,195000,315000
0,5,5,262,3,0,0,0,66,20,0,0,0,0,23,366,260000,0,181500,207500
0,0,3,145,2,0,0,27000,57,20,0,0,0,0,19,359,490000,1,500000,460250
0,0,6,540,5,0,0,0,33,21,0,0,0,0,21,367,620000,0,290000,665000
0,0,3,198,2,700,0,5300,82,21,0,1,0,0,41,368,158000,1,135000,159000
0,0,4,400,3,0,0,0,8,15,0,0,0,0,10,369,1080000,0,259000,1080000
0,0,3,150,3,0,150,0,39,154,1,0,0,0,42,153,220000,0,209500,230000
2,0,2,76,2,0,0,0,30,4,0,0,0,0,22,346,520000,0,475000,950000
0,0,2,110,2,0,0,0,45,152,0,0,0,0,42,370,220000,0,209500,162500
2,2,2,107,2,0,0,0,50,22,0,0,0,0,52,96,84241,0,390000,307500
0,4,2,250,2,0,0,0,88,27,0,0,0,1,41,371,85000,0,135000,119000
1,1,4,274,6,0,0,0,27,10,0,0,0,1,59,284,525000,0,210000,210000
0,1,3,175,2,0,0,0,50,36,0,0,0,0,19,220,999000,0,500000,999000
2,0,7,206,2,0,0,0,26,28,0,0,0,0,16,372,189000,0,200000,242500
0,0,4,630,2,0,0,100000,53,64,0,0,0,0,8,180,500000,1,195000,192500
2,0,4,161,2,0,0,0,41,10,0,0,0,0,22,373,550000,0,475000,550000
2,0,4,300,3,0,0,0,12,43,0,0,0,0,46,79,1490000,0,750000,1190000
0,0,2,204,1,77,0,0,34,9,0,1,0,0,47,374,42000,0,104000,58500
0,0,2,90,1,0,0,0,25,161,0,0,0,0,35,375,75000,0,345000,365000
0,0,5,705,1,0,0,18000,24,26,0,0,0,0,1,1,600000,1,640000,880000
0,0,3,180,2,600,0,0,26,34,0,1,0,0,52,92,189000,0,390000,360000
0,0,5,320,6,0,0,25,60,6,0,0,0,0,28,376,240000,1,161000,210000
0,0,3,85,2,0,0,8500,27,158,0,0,0,0,35,89,105000,1,345000,340000
0,0,4,400,3,0,0,0,58,29,0,0,0,0,79,377,1500000,0,490000,690000
2,0,3,306,3,0,0,0,51,135,0,0,0,0,42,278,550000,0,209500,250000
0,0,2,160,2,0,0,0,45,24,0,0,0,0,16,378,230000,0,200000,155000
1,1,5,700,3,0,0,0,28,60,0,0,0,1,50,379,3400000,0,982500,3400000
0,0,2,579,2,0,0,0,61,68,0,0,0,0,63,380,440000,0,185000,440000
0,1,3,165,2,0,5,0,8,25,1,0,0,0,21,98,159000,0,290000,550000
2,1,3,175,2,0,0,0,43,6,0,0,0,0,60,381,145000,0,400000,125000
2,1,2,86,2,0,0,0,72,46,0,0,0,0,44,228,130000,0,550000,174500
0,0,6,381,2,290,0,0,55,10,0,1,0,0,74,382,89000,0,550000,89000
0,0,6,544,6,0,0,4,68,53,0,0,0,0,40,383,1995000,1,432500,250000
0,0,4,600,4,0,0,0,4,23,0,0,0,0,25,223,129000,0,120000,120000
0,0,3,220,3,0,0,0,41,35,0,0,0,0,58,149,199000,0,220000,130000
0,0,6,541,7,0,0,4,43,30,0,0,0,0,21,94,1290000,1,290000,399000
2,0,3,100,1,0,10,0,29,18,1,0,0,0,15,24,160000,0,200000,107500
2,0,3,152,2,0,20,0,27,14,1,0,0,0,68,384,610000,0,395000,595000
0,3,6,231,2,0,0,0,44,26,0,0,0,1,52,385,495000,0,390000,200000
2,0,2,140,2,0,0,0,55,43,0,0,0,0,25,342,68000,0,120000,73577
7,1,3,90,2,0,0,0,64,10,0,0,0,0,28,34,110000,0,161000,142500
1,1,2,92,2,0,0,0,25,12,0,0,0,1,11,40,179000,0,648500,860000
0,0,2,170,2,0,0,0,61,9,0,0,0,0,28,208,195000,0,161000,124500
0,0,5,420,3,0,0,0,67,32,0,0,0,0,41,386,149000,0,135000,109156
2,1,2,78,1,100,0,0,32,22,0,1,0,0,60,387,175000,0,400000,552500
0,0,6,350,4,0,0,1000,84,31,0,0,0,0,13,206,887500,1,380000,285000
0,0,5,450,2,1000,0,0,17,32,0,1,0,0,1,1,750000,0,640000,880000
2,0,2,134,2,0,0,0,17,18,0,0,0,0,11,217,870000,0,648500,686000
0,1,3,270,4,0,0,0,73,30,0,0,0,0,24,106,299500,0,190000,177500
0,0,3,156,1,0,0,0,74,158,0,0,0,0,43,388,89000,0,230000,107000
2,1,2,120,1,0,0,0,70,31,0,0,0,1,41,386,69312,0,135000,109156
0,1,3,172,3,0,0,0,68,4,0,0,0,0,71,389,144000,0,149900,135000
0,0,4,345,5,0,0,0,64,73,0,0,0,0,8,8,900000,0,195000,315000
0,0,5,200,0,0,0,10000,70,35,0,0,0,0,24,105,130000,1,190000,160000
0,1,3,152,2,600,0,0,40,80,0,1,0,0,67,260,275000,0,189000,403500
1,1,6,350,6,2,0,0,60,45,0,1,1,1,63,390,750000,0,185000,750000
0,0,4,289,4,0,0,0,64,13,0,0,0,0,19,86,675000,0,500000,540000
2,1,3,150,2,0,0,0,35,10,0,0,0,0,4,82,995000,0,649000,795000
7,4,10,580,5,0,0,0,43,2,0,0,0,0,4,349,1350000,0,649000,930000
2,1,3,130,1,20,0,0,72,46,0,1,0,0,70,391,95000,0,84500,247500
2,0,2,131,2,0,0,0,85,30,0,0,0,0,13,14,309000,0,380000,645000
0,0,2,90,2,0,0,0,32,8,0,0,0,0,57,392,39000,0,245000,44000
2,0,2,148,2,0,0,0,7,9,0,0,0,0,25,393,129000,0,120000,137000
0,0,2,130,2,0,0,0,47,32,0,0,0,0,58,394,130000,0,220000,190000
0,4,2,153,1,0,0,0,0,12,0,0,0,1,25,395,92000,0,120000,92000
0,0,4,200,3,1000,20,0,29,13,1,1,0,0,36,396,370000,0,370000,410000
2,1,3,136,2,0,0,0,2,12,0,0,0,1,25,223,150000,0,120000,120000
2,0,3,95,2,0,0,0,45,28,0,0,0,0,59,397,427500,0,210000,345780
0,0,3,110,2,0,0,0,30,14,0,0,0,0,25,398,164000,0,120000,126000
0,0,2,120,2,900,0,0,84,30,0,1,0,0,13,206,330000,0,380000,285000
1,1,6,300,4,0,0,0,77,29,0,0,1,1,19,23,1290084,0,500000,1170042
0,0,2,200,2,0,0,0,73,77,0,0,0,0,80,399,250000,0,139500,160000
0,1,4,127,2,0,0,0,0,5,0,0,0,0,28,400,85000,0,161000,85000
2,1,2,129,1,0,0,0,23,23,0,0,0,1,16,401,129000,0,200000,102000
0,0,3,210,2,0,0,0,13,25,0,0,0,0,72,248,340000,0,349000,432500
0,0,10,550,10,0,0,22000,51,20,0,0,0,0,40,402,700000,1,432500,420000
1,1,4,620,4,0,0,0,6,22,0,0,0,0,46,403,750000,0,750000,700000
2,1,3,150,2,0,0,0,63,183,0,0,0,0,43,404,150000,0,230000,155000
2,0,2,60,1,0,0,0,22,32,0,0,0,0,9,405,68000,0,270000,120000
0,0,2,290,2,0,0,0,63,72,0,0,0,0,8,218,320000,0,195000,215000
2,0,3,110,1,0,0,0,8,24,0,0,0,0,22,111,98000,0,475000,251928
1,1,4,100,4,0,0,0,19,167,0,0,1,0,35,375,550000,0,345000,365000
1,1,3,256,4,0,0,0,83,30,0,0,0,0,13,406,1900000,0,380000,350000
1,1,2,216,2,5,0,0,47,27,0,1,0,1,19,407,780000,0,500000,420000
0,0,5,411,4,0,0,0,48,6,0,0,0,0,17,36,790000,0,550000,350000
0,0,2,106,1,0,0,0,63,72,0,0,0,0,8,218,175000,0,195000,215000
0,0,6,264,5,2400,0,0,46,49,0,1,0,0,40,138,780000,0,432500,780000
1,1,4,450,3,0,0,0,32,84,0,0,0,1,29,408,4900000,0,1265000,2810000
2,0,2,96,3,175,0,0,46,49,0,1,0,0,40,138,350000,0,432500,780000
0,0,2,150,1,0,0,0,48,47,0,0,0,0,25,409,75000,0,120000,127500
0,0,4,230,2,0,0,0,51,21,0,0,0,0,40,402,520000,0,432500,420000
0,0,3,130,3,0,0,1600,82,25,0,0,0,0,19,102,650000,1,500000,860000
2,0,2,120,1,0,0,0,48,58,0,0,0,0,8,180,140000,0,195000,192500
0,0,4,347,2,0,0,0,31,26,0,0,0,0,68,410,328000,0,395000,328000
0,1,3,130,3,0,200,0,61,49,1,0,0,1,61,411,249000,0,110000,249000
0,0,3,400,3,0,0,3000,30,7,0,0,0,0,11,412,1600000,1,648500,763000
0,1,5,377,5,10,0,0,53,43,0,1,0,0,58,201,790000,0,220000,320000
2,0,3,123,2,0,0,0,7,7,0,0,0,0,25,393,150000,0,120000,137000
2,0,3,136,2,0,0,0,33,44,0,0,0,0,8,413,80000,0,195000,97000
0,0,2,95,2,0,0,0,64,16,0,0,0,0,28,34,120000,0,161000,142500
2,0,3,111,1,0,0,0,25,6,0,0,0,0,22,414,310000,0,475000,635000
0,0,10,960,8,0,0,0,16,17,0,0,0,0,30,159,1720000,0,980000,950000
2,0,2,145,2,0,0,0,64,73,0,0,0,0,8,8,250000,0,195000,315000
0,0,4,251,2,1052,0,0,17,30,0,1,0,0,1,1,595000,0,640000,880000
2,0,2,97,2,0,0,0,68,1,0,0,0,0,78,415,235000,0,319500,235000
2,0,4,197,2,0,0,0,13,3,0,0,0,0,9,298,179000,0,270000,400000
0,0,4,200,2,0,0,0,75,19,0,0,0,0,13,160,180000,0,380000,135000
1,1,2,100,2,0,0,0,6,105,0,0,0,0,12,134,830000,0,420000,750000
0,0,2,150,2,0,0,3000,46,7,0,0,0,0,1,272,295000,1,640000,160000
0,0,4,290,3,0,0,8000,97,162,0,0,0,0,43,416,250000,1,230000,360000
2,0,2,149,2,0,0,0,18,58,0,0,0,0,38,282,895000,0,650000,780000
0,0,2,70,2,0,0,0,23,30,0,0,0,0,8,417,59000,0,195000,75000
0,0,4,140,2,0,0,0,46,29,0,0,0,0,19,418,110000,0,500000,190000
0,0,5,520,3,0,0,0,37,8,0,0,0,0,4,113,2700000,0,649000,1375000
0,0,4,357,4,0,0,0,16,26,0,0,0,0,50,419,810000,0,982500,810000
0,0,4,357,3,0,0,4,67,20,0,0,0,0,19,232,1400000,1,500000,900000
0,0,6,400,7,0,0,0,50,48,0,0,0,0,58,420,298000,0,220000,314000
0,0,3,180,3,0,0,0,53,74,0,0,0,0,81,421,545000,0,154500,455000
2,0,2,117,2,0,0,0,13,14,0,0,0,0,11,365,289000,0,648500,637500
1,1,5,542,5,0,0,0,84,40,0,0,0,1,44,422,3100000,0,550000,1250000
0,1,3,393,4,0,0,0,82,82,0,0,0,0,80,423,4324100,0,139500,175500
1,2,3,277,4,267,0,0,21,121,0,1,1,0,12,157,1645000,0,420000,1290000
0,1,3,175,2,0,0,0,31,21,0,0,0,1,47,424,95000,0,104000,120000
0,0,4,200,3,0,0,1,54,4,0,0,0,0,4,305,1090000,1,649000,782500
0,4,4,190,3,0,9,0,42,8,1,0,0,0,1,35,120000,0,640000,140000
2,0,2,105,2,0,0,1,17,18,0,0,0,0,11,217,629000,1,648500,686000
0,0,7,950,9,0,0,280000,81,7,0,0,0,0,44,425,1480000,1,550000,330000
1,1,5,900,7,0,0,0,16,41,0,0,1,1,57,426,1990000,0,245000,597000
2,0,4,150,1,0,0,0,26,30,0,0,0,0,39,427,36000,0,199900,151000
0,0,3,90,1,0,0,0,28,123,0,0,0,0,62,428,115000,0,447500,297000
1,1,2,230,2,0,0,0,11,10,0,0,0,1,10,429,309000,0,259000,379500
0,1,2,122,1,30,0,0,43,3,0,1,0,1,71,430,189000,0,149900,189000
0,0,11,495,4,0,0,3000,25,19,0,0,0,0,6,431,1680000,1,610000,1680000
2,0,2,122,3,0,0,0,30,3,0,0,0,0,22,346,1210000,0,475000,950000
0,0,3,250,3,0,250,0,39,154,1,0,0,0,42,153,229000,0,209500,230000
2,0,2,95,2,0,0,0,17,14,0,0,0,0,30,432,280000,0,980000,772500
0,0,7,1000,7,0,0,0,15,30,0,0,0,0,82,433,4500000,0,590000,780000
0,0,2,105,2,0,0,0,26,29,0,0,0,0,69,267,278000,0,535000,243500
0,4,3,200,2,0,0,0,41,14,0,0,0,0,1,158,99000,0,640000,103500
0,3,3,120,1,0,0,0,59,10,0,0,0,0,28,434,85000,0,161000,119000
2,0,2,81,1,0,0,0,43,31,0,0,0,0,21,94,145000,0,290000,399000
1,1,4,305,2,0,0,0,63,36,0,0,0,0,19,122,176000,0,500000,276000
2,0,3,110,2,0,0,0,55,43,0,0,0,0,25,342,30000,0,120000,73577
0,0,3,140,1,2000,0,2000,25,39,0,1,0,0,21,152,175000,1,290000,297500
2,0,2,65,1,0,0,0,26,54,0,0,0,0,56,116,400000,0,385000,425000
0,0,3,200,2,0,0,0,63,29,0,0,0,0,23,435,185000,0,181500,185000
0,0,3,140,2,0,0,620,26,22,0,0,0,0,9,200,340000,1,270000,330000
1,1,3,113,2,0,0,0,78,34,0,0,1,0,13,436,935000,0,380000,685000
2,1,3,80,2,0,0,0,80,89,0,0,0,0,8,8,155000,0,195000,315000
